name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,nature_list,vibe_list,target_list,enhanced_description
매월대폭포,사계절,"산, 계곡",힐링,연인,정보없음,정보없음,강원특별자치도 철원군 근남면 잠곡리 222-5,,38.1950151,127.4768433,강원특별자치도 철원군 근남면 잠곡리 222-5,매월대폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '계곡']",['힐링'],['연인'],"매월대폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
두타산성,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 동해시 삼화로 538 (삼화동),,37.46342935,129.0194507,강원특별자치도 동해시 삼화로 538 (삼화동),두타산성은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"두타산성은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
삼화사,사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 동해시 삼화로 584(삼화동),,37.46356257,129.0142539,강원특별자치도 동해시 삼화로 584(삼화동),삼화사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],삼화사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
보덕사(영월),사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 영월군 영월읍 보덕사길 34,,37.19782691,128.4561786,강원특별자치도 영월군 영월읍 보덕사길 34,보덕사영월은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],보덕사영월은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
방태산,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 기린면 방태산길,,37.94387284,128.396231,강원특별자치도 인제군 기린면 방태산길,방태산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"방태산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
두타산,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 동해시 삼화로 538 (삼화동),,37.46342935,129.0194507,강원특별자치도 동해시 삼화로 538 (삼화동),두타산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"두타산은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
몰운대(정선),사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 정선군 화암면 약수길 1330(화암면),,37.31815595,128.8117487,강원특별자치도 정선군 화암면 약수길 1330(화암면),몰운대정선은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],몰운대정선은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
밧도내마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 영월군 주천면 밧도내길 11-34,,37.2910898,128.2364678,강원특별자치도 영월군 주천면 밧도내길 11-34,밧도내마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],밧도내마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
강릉 한울타리마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 옥계면 북동용소길 137,,37.61283903,128.9747779,강원특별자치도 강릉시 옥계면 북동용소길 137,강릉 한울타리마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],강릉 한울타리마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
소똥령마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 간성읍 소똥령마을길 82,,38.33163018,128.3802761,강원특별자치도 고성군 간성읍 소똥령마을길 82,소똥령마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],소똥령마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
소노벨 비발디파크 오션월드,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 홍천군 서면 한치골길 262,,37.64077504,127.6779192,강원특별자치도 홍천군 서면 한치골길 262,소노벨 비발디파크 오션월드은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],소노벨 비발디파크 오션월드은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
강릉 해살이마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 사천면 중앙서로 557-1,,37.79292613,128.810976,강원특별자치도 강릉시 사천면 중앙서로 557-1,강릉 해살이마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],강릉 해살이마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
설악포유리조트,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 토성면 잼버리동로 97,,38.23378595,128.5195664,강원특별자치도 고성군 토성면 잼버리동로 97,설악포유리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],설악포유리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
오션투유리조트 속초설악비치 호텔앤콘도,"여름, 사계절",바다,산책,연인,정보없음,정보없음,강원특별자치도 고성군 죽왕면 삼포해변길 9,,38.31691537,128.5310878,강원특별자치도 고성군 죽왕면 삼포해변길 9,오션투유리조트 속초설악비치 호텔앤콘도은는 여름에 특히 아름다워 바다 경관이 뛰어나며 산책 분위기로 연인에게 추천됩니다,['바다'],['산책'],['연인'],"오션투유리조트 속초설악비치 호텔앤콘도은는 여름에 특히 아름다워 바다 경관이 뛰어나며 산책 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 산책 분위기로 좋습니다. 연인에게 추천합니다."
모나용평 그린피아콘도,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 올림픽로 715,,37.6427159,128.676426,강원특별자치도 평창군 대관령면 올림픽로 715,모나용평 그린피아콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],모나용평 그린피아콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
켄싱턴리조트 설악비치,"여름, 사계절",바다,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 토성면 동해대로 4800,,38.24279703,128.5722419,강원특별자치도 고성군 토성면 동해대로 4800,켄싱턴리조트 설악비치은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],"켄싱턴리조트 설악비치은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
일성설악온천콘도&리조트,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 토성면 고성대로 47-24,,38.2091274,128.5036742,강원특별자치도 고성군 토성면 고성대로 47-24,일성설악온천콘도리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],일성설악온천콘도리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
모나용평 타워콘도,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 올림픽로 715,,37.64506299,128.6835031,강원특별자치도 평창군 대관령면 올림픽로 715,모나용평 타워콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],모나용평 타워콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
연호리조트,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 싸리재길 247-20,,38.18350089,128.5583534,강원특별자치도 속초시 싸리재길 247-20,연호리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],연호리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
한화리조트 설악,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 미시령로2983번길 111,,38.2097417,128.5288163,강원특별자치도 속초시 미시령로2983번길 111,한화리조트 설악은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],한화리조트 설악은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
엘리시안 강촌 리조트,"봄, 여름, 가을, 사계절","산, 자연, 호수",힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 남산면 북한강변길 688,,37.83013454,127.5787976,강원특별자치도 춘천시 남산면 북한강변길 688,엘리시안 강촌 리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연', '호수']",['힐링'],['연인'],"엘리시안 강촌 리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 여름, 가을, 사계절에 특히 아름답습니다. 산, 자연, 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
현대수리조트(현대수콘도),사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 이목로 153,,38.19935436,128.5462762,강원특별자치도 속초시 이목로 153,현대수리조트현대수콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],현대수리조트현대수콘도은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
오션벨리리조트,사계절,,"감성, 사진명소",연인,정보없음,정보없음,강원특별자치도 양양군 양양읍 일출로 127-30,,38.11046097,128.6400066,강원특별자치도 양양군 양양읍 일출로 127-30,오션벨리리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 감성 분위기로 연인에게 추천됩니다,[],"['감성', '사진명소']",['연인'],"오션벨리리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 감성 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  감성, 사진명소 분위기로 좋습니다. 연인에게 추천합니다."
춘천문학공원,"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 서면 금산리 500-4,,37.9009396,127.6968514,강원특별자치도 춘천시 서면 금산리 500-4,춘천문학공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"춘천문학공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
제이드가든,"봄, 가을, 사계절","산, 자연",힐링,"가족, 연인",정보없음,정보없음,강원특별자치도 춘천시 남산면 햇골길 80제이드가든수목원,,37.83255302,127.5417315,강원특별자치도 춘천시 남산면 햇골길 80제이드가든수목원,제이드가든은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다,"['산', '자연']",['힐링'],"['가족', '연인']","제이드가든은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 가족, 연인에게 추천합니다."
철원향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 철원군 철원읍 금학로 591(철원읍),,38.23916896,127.2135134,강원특별자치도 철원군 철원읍 금학로 591(철원읍),철원향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","철원향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
노동서원,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 홍천군 서면 팔봉산로 1198-2(서면),,37.71570268,127.690052,강원특별자치도 홍천군 서면 팔봉산로 1198-2(서면),노동서원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"노동서원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
설악파인리조트,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 관광로408번길 14,,38.19573242,128.5389131,강원특별자치도 속초시 관광로408번길 14,설악파인리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],설악파인리조트은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
다이나믹 메이즈 속초점,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 원암학사평길 88,,38.20553642,128.5173453,강원특별자치도 속초시 원암학사평길 88,다이나믹 메이즈 속초점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],다이나믹 메이즈 속초점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
원주 협동사회경제네트워크,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 원일로 137,,37.35115801,127.9472671,강원특별자치도 원주시 원일로 137,원주 협동사회경제네트워크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],원주 협동사회경제네트워크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
소양강댐 물 문화관,"여름, 사계절",호수,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 신북읍 신샘밭로 1128,,37.9487918,127.8150726,강원특별자치도 춘천시 신북읍 신샘밭로 1128,소양강댐 물 문화관은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['호수'],['힐링'],['연인'],"소양강댐 물 문화관은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
아이원리조트,"봄, 가을, 사계절",산,힐링,"가족, 연인",정보없음,정보없음,강원특별자치도 평창군 대관령면 솔봉로 471,,37.65720048,128.683736,강원특별자치도 평창군 대관령면 솔봉로 471,아이원리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다,['산'],['힐링'],"['가족', '연인']","아이원리조트은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 가족, 연인에게 추천합니다."
설악산 자생식물원,"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 속초시 바람꽃마을길 164(노학동),,38.19700978,128.5250449,강원특별자치도 속초시 바람꽃마을길 164(노학동),설악산 자생식물원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"설악산 자생식물원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
통일안보공원,"봄, 가을, 사계절","산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 고성군 현내면 금강산로 481,,38.51442342,128.4166337,강원특별자치도 고성군 현내면 금강산로 481,통일안보공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"통일안보공원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
대진항,"여름, 사계절",바다,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 현내면 대진항길(대진리),,38.49980307,128.4247223,강원특별자치도 고성군 현내면 대진항길(대진리),대진항은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],"대진항은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
수달연구센터,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 화천군 간동면 간척월명로 869-129,,38.09841932,127.8420101,강원특별자치도 화천군 간동면 간척월명로 869-129,수달연구센터은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],수달연구센터은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
DMZ 두루미 평화타운(구 철새마을),사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 동송읍 양지2길 15-19,,38.26590044,127.2827146,강원특별자치도 철원군 동송읍 양지2길 15-19,DMZ 두루미 평화타운구 철새마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],DMZ 두루미 평화타운구 철새마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
허난설헌 솔숲,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 난설헌로193번길 1-16(초당동),,37.79192817,128.9096754,강원특별자치도 강릉시 난설헌로193번길 1-16(초당동),허난설헌 솔숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"허난설헌 솔숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
이효석 생가,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 봉평면 이효석길 33-11,,37.61079965,128.3599972,강원특별자치도 평창군 봉평면 이효석길 33-11,이효석 생가은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"이효석 생가은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
평창 육백마지기,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 미탄면 청옥산길 583-76,,37.40341823,128.5151311,강원특별자치도 평창군 미탄면 청옥산길 583-76,평창 육백마지기은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"평창 육백마지기은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
소금산 스카이워크 브릿지,"봄, 가을, 사계절",산,"감성, 사진명소, 스릴","연인, 친구",정보없음,정보없음,강원특별자치도 원주시 지정면 소금산길 12,,37.36462936,127.8340575,강원특별자치도 원주시 지정면 소금산길 12,소금산 스카이워크 브릿지은는 봄에 특히 아름다워 산 경관이 뛰어나며 감성 분위기로 연인 친구에게 추천됩니다,['산'],"['감성', '사진명소', '스릴']","['연인', '친구']","소금산 스카이워크 브릿지은는 봄에 특히 아름다워 산 경관이 뛰어나며 감성 분위기로 연인 친구에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 감성, 사진명소, 스릴 분위기로 좋습니다. 연인, 친구에게 추천합니다."
김하인 아트홀 국화꽃향기,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 죽왕면 자작도선사길 120-4,,38.30736947,128.5414566,강원특별자치도 고성군 죽왕면 자작도선사길 120-4,김하인 아트홀 국화꽃향기은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],김하인 아트홀 국화꽃향기은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
제2땅굴(철원),사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 동송읍 양지리457-7 DMZ두루미평화타운평화(안보)관광접수처,,38.26605598,127.2827174,강원특별자치도 철원군 동송읍 양지리457-7 DMZ두루미평화타운평화(안보)관광접수처,제2땅굴철원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],제2땅굴철원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
월정리역,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 철원읍 두루미로 1882(철원읍),,38.30921383,127.229146,강원특별자치도 철원군 철원읍 두루미로 1882(철원읍),월정리역은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],월정리역은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
동화마을수목원,"봄, 가을, 사계절",자연,힐링,"가족, 연인",정보없음,정보없음,강원특별자치도 원주시 문막읍 동화골길 170,,37.3152299,127.8553431,강원특별자치도 원주시 문막읍 동화골길 170,동화마을수목원은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다,['자연'],['힐링'],"['가족', '연인']","동화마을수목원은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 가족, 연인에게 추천합니다."
상도문돌담마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 상도문1길 30(도문동),,38.16515015,128.5534461,강원특별자치도 속초시 상도문1길 30(도문동),상도문돌담마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],상도문돌담마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
